ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,FullAddress,CensusTract_Fetched
HOME DELIVERED MEAL SERVICE CONTRACTS,42P01,PETER CARDELLA HDM QN2 5 (42P),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 FRESH POND ROAD,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.703894,-73.895681,405.0,30.0,583.0,4085200.0,4035350024.0,Ridgewood,POINT (-73.895681 40.703894),"68-52 FRESH POND ROAD, FLUSHING, NY 11385",058300
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6601,EDUCATIONAL ALLIANCE CO OP VILLAGE NORC (N66),THE EDUCATIONAL ALLIANCE INC,465 Grand Street,NEW YORK,NY,10002,MANHATTAN,646-395-4510,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.715133,-73.984031,103.0,1.0,1401.0,1004056.0,1003150070.0,Lower East Side,POINT (-73.984031 40.715133),"465 Grand Street, NEW YORK, NY 10002",001401
TRANSPORTATION SERVICES CONTRACTS,30901,ARC XVI - TRAN INDIVIDUAL RIDES - MN NORTH (309),ARC XVI FORT WASHINGTON INC,108 WEST  146 STREET,NEW YORK,NY,10039,MANHATTAN,212-281-1349,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.821341,-73.936317,110.0,9.0,232.0,1060189.0,1020140036.0,Central Harlem North-Polo Grounds,POINT (-73.936317 40.821341),"108 WEST  146 STREET, NEW YORK, NY 10039",023200
OLDER ADULT CENTER CONTRACTS,4AT01,MIDDLE VILLAGE ADULT CENTER (4AT),RABBI ISRAEL MEYER HACOHEN RABBINICAL SEMINARY OF AMERICA,69-10 75th St.,FLUSHING,NY,11379,QUEENS,718-894-3441,Y,,,,,,,,,,,,,,,40.709285,-73.876664,405.0,30.0,619.0,4091868.0,4037860020.0,Middle Village,POINT (-73.876664 40.709285),"69-10 75th St., FLUSHING, NY 11379",061900
OLDER ADULT CENTER CONTRACTS,C2002,MMCC-CDC OLDER ADULT CENTER MAIN BUILDING (C20),CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,3450 Dekalb Avenue,BRONX,NY,10467,BRONX,718-798-6601,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.881486,-73.881226,207.0,11.0,421.0,2096396.0,2033270001.0,Norwood,POINT (-73.881226 40.881486),"3450 Dekalb Avenue, BRONX, NY 10467",042100
OLDER ADULT CENTER CONTRACTS,C5601,QCH FOREST HILLS OAC (C56),QUEENS COMMUNITY HOUSE INC.,108-25 62nd Drive,FLUSHING,NY,11375,QUEENS,718-699-1010,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.73591,-73.850212,406.0,29.0,745.0,4432108.0,4021590002.0,Forest Hills,POINT (-73.850212 40.73591),"108-25 62nd Drive, FLUSHING, NY 11375",074500
OLDER ADULT CENTER CONTRACTS,C4705,JCCGCI MARIEN-HEIM OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,870 Ocean Parkway,BROOKLYN,NY,11230,BROOKLYN,718-438-7771,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.627218,-73.971057,312.0,44.0,46201.0,3170453.0,3065080006.0,Flatbush,POINT (-73.971057 40.627218),"870 Ocean Parkway, BROOKLYN, NY 11230",046201
OLDER ADULT CENTER CONTRACTS,C2401,HAMILTON GRANGE NSC (C24),CONVENT AVENUE BAPTIST CHURCH,420 West 145th Street,NEW YORK,NY,10032,MANHATTAN,212-862-4181,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.824436,-73.945733,109.0,7.0,227.0,1060948.0,1020500042.0,Hamilton Heights,POINT (-73.945733 40.824436),"420 West 145th Street, NEW YORK, NY 10032",022700
OLDER ADULT CENTER CONTRACTS,C1107,BRONXWORKS SOUNDVIEW (C11),BRONXWORKS INC,391 Bronx River Avenue,BRONX,NY,10473,BRONX,917-633-5951,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.814436,-73.866773,209.0,18.0,20.0,2127010.0,2035150040.0,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.866773 40.814436),"391 Bronx River Avenue, BRONX, NY 10473",000200
OLDER ADULT CENTER CONTRACTS,C5602,QCH KEW GARDENS COMMUNITY CENTER OAC (C56),QUEENS COMMUNITY HOUSE INC.,80-02 Kew Gardens Road,JAMAICA,NY,11415,QUEENS,718-268-0895,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.713686,-73.830505,409.0,29.0,773.0,4312089.0,4033480037.0,Kew Gardens,POINT (-73.830505 40.713686),"80-02 Kew Gardens Road, JAMAICA, NY 11415",077300
OLDER ADULT CENTER CONTRACTS,C9101,CENTER AT THE RED OAK (C91),WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,135 West 106 Street,NEW YORK,NY,10025,MANHATTAN,917-544-1892,Y,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,0:00,0:00,0:00,0:00,40.799919,-73.964459,107.0,7.0,193.0,1055957.0,1018610010.0,Morningside Heights,POINT (-73.964459 40.799919),"135 West 106 Street, NEW YORK, NY 10025",019300
OLDER ADULT CENTER CONTRACTS,C8102,EDUCATIONAL ALLIANCE WEINBERG OAC (C81),THE EDUCATIONAL ALLIANCE INC,197 East Broadway,NEW YORK,NY,10002,MANHATTAN,646-395-4270,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.714219,-73.988219,103.0,1.0,6.0,1003704.0,1002850029.0,Lower East Side,POINT (-73.988219 40.714219),"197 East Broadway, NEW YORK, NY 10002",000600
HOME DELIVERED MEAL SERVICE CONTRACTS,CM501,CITYMEALS ON WHEELS (CM5),CITYMEALS-ON-WHEELS,355 Lexington Ave Fl 3,NEW YORK,NY,10017,MANHATTAN,212-687-1234,Y,,,,,,,,,,,,,,,40.750245,-73.976909,106.0,4.0,80.0,1036147.0,1012950023.0,Murray Hill-Kips Bay,POINT (-73.976909 40.750245),"355 Lexington Ave Fl 3, NEW YORK, NY 10017",008000
OLDER ADULT CENTER CONTRACTS,C3301,FIND AID CLINTON OAC (C33),FIND AID FOR THE AGED,530 West 55th Street,NEW YORK,NY,10019,MANHATTAN,212-757-2026,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.768258,-73.990588,104.0,6.0,135.0,1027059.0,1010830015.0,Clinton,POINT (-73.990588 40.768258),"530 West 55th Street, NEW YORK, NY 10019",013502
OLDER ADULT CENTER CONTRACTS,W2002,BREVOORT SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,280 Ralph Avenue,BROOKLYN,NY,11233,BROOKLYN,347-318-3383,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.679794,-73.922153,303.0,41.0,381.0,3325173.0,3016880001.0,Crown Heights North,POINT (-73.922153 40.679794),"280 Ralph Avenue, BROOKLYN, NY 11233",038100
HOME DELIVERED MEAL SERVICE CONTRACTS,29E01,JASA BROOKLYN HOME DELIVERED MEALS (29E),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,1201 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,BROOKLYN,212-273-5200,Y,,,,,,,,,,,,,,,40.651173,-73.885082,305.0,42.0,105801.0,3336175.0,3044350001.0,Starrett City,POINT (-73.885082 40.651173),"1201 PENNSYLVANIA AVENUE, BROOKLYN, NY 11239",105801
OLDER ADULT CENTER CONTRACTS,W2103,SELFHELP CLEARVIEW (W21),SELFHELP COMMUNITY SERVICES INC,208-11 26th Avenue,FLUSHING,NY,11360,QUEENS,718-224-7888,Y,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,0:00,0:00,0:00,0:00,40.776381,-73.783798,407.0,19.0,99704.0,4130866.0,4058630250.0,Ft. Totten-Bay Terrace-Clearview,POINT (-73.783798 40.776381),"208-11 26th Avenue, FLUSHING, NY 11360",099704
OLDER ADULT CENTER CONTRACTS,C4702,JCCGCI HABER HOUSE OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3024 West 24th Street,BROOKLYN,NY,11224,BROOKLYN,718-372-5775,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,7:30,2:30,0:00,0:00,0:00,0:00,40.573171,-73.990645,313.0,47.0,352.0,3322050.0,3070700001.0,Seagate-Coney Island,POINT (-73.990645 40.573171),"3024 West 24th Street, BROOKLYN, NY 11224",035200
OLDER ADULT CENTER CONTRACTS,C5001,MBSCC CONCOURSE PLAZA WELLNESS CENTER FOR OLDER ADULTS (C50),MID BRONX SENIOR CITIZENS COUNCIL INC,900 Grand Concourse,BRONX,NY,10451,BRONX,718-588-8200,Y,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,9:00,7:00,0:00,0:00,0:00,0:00,40.827412,-73.922277,204.0,16.0,18301.0,2002802.0,2024600001.0,East Concourse-Concourse Village,POINT (-73.922277 40.827412),"900 Grand Concourse, BRONX, NY 10451",018301
OLDER ADULT CENTER CONTRACTS,C8402,LEON OAC (C84),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,735 East 152nd Street,BRONX,NY,10455,BRONX,718-708-6897,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.815994,-73.907843,201.0,17.0,79.0,2091979.0,2026540002.0,Melrose South-Mott Haven North,POINT (-73.907843 40.815994),"735 East 152nd Street, BRONX, NY 10455",007900
OLDER ADULT CENTER CONTRACTS,C5201,NORTHEAST BRONX (C52),NORTHEAST BRONX SENIOR CITIZENS INC,2968 Bruckner Blvd,BRONX,NY,10465,BRONX,718-892-6090,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.833889,-73.826264,210.0,13.0,164.0,2097558.0,2054200002.0,Schuylerville-Throgs Neck-Edgewater Park,POINT (-73.826264 40.833889),"2968 Bruckner Blvd, BRONX, NY 10465",016400
OLDER ADULT CENTER CONTRACTS,C1601,CARTER BURDEN LUNCHEON CLUB & SOCIAL SERVICE UNIT (C16),CARTER BURDEN NETWORK INC.,351 East 74th Street,NEW YORK,NY,10021,MANHATTAN,646-937-3520,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.76962,-73.956197,108.0,5.0,134.0,1044930.0,1014490020.0,Lenox Hill-Roosevelt Island,POINT (-73.956197 40.76962),"351 East 74th Street, NEW YORK, NY 10021",013400
OLDER ADULT CENTER CONTRACTS,C1715,CCNS ST. LOUIS OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,230 Kingston Avenue,BROOKLYN,NY,11213,BROOKLYN,718-771-7945,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.671821,-73.941982,308.0,35.0,339.0,3032045.0,3012500025.0,Crown Heights North,POINT (-73.941982 40.671821),"230 Kingston Avenue, BROOKLYN, NY 11213",033900
OLDER ADULT CENTER CONTRACTS,C3801,HMH CITY HALL OLDER ADULT CENTER (C38),HAMILTON MADISON HOUSE INC,100 Gold Street Lower Level,NEW YORK,NY,10038,MANHATTAN,212-788-5580,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.710353,-74.004007,101.0,1.0,1501.0,1001289.0,1000940025.0,Battery Park City-Lower Manhattan,POINT (-74.004007 40.710353),"100 Gold Street Lower Level, NEW YORK, NY 10038",001501
OLDER ADULT CENTER CONTRACTS,C7202,WYCKOFF GARDENS NSC (C72),SPANISH SPEAKING ELDERLY COUNCIL RAICES INC.,280 Wyckoff Street,BROOKLYN,NY,11217,BROOKLYN,718-237-1802,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.683365,-73.983941,306.0,33.0,127.0,3336056.0,3003940001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.983941 40.683365),"280 Wyckoff Street, BROOKLYN, NY 11217",012700
OLDER ADULT CENTER CONTRACTS,C7501,ST NICKS ALLIANCE COOPER PARK SOCIAL 2 (C75),ST. NICKS ALLIANCE CORP.,288 Frost Street,BROOKLYN,NY,11222,BROOKLYN,718-227-3652,Y,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,0:00,0:00,0:00,0:00,40.718837,-73.939856,301.0,34.0,449.0,3327829.0,3028670001.0,East Williamsburg,POINT (-73.939856 40.718837),"288 Frost Street, BROOKLYN, NY 11222",047700
OLDER ADULT CENTER CONTRACTS,C1603,CBN LEONARD COVELLO (ISC) SENIOR PROGRAM (C16),CARTER BURDEN NETWORK INC.,312 East 109th Street,NEW YORK,NY,10029,MANHATTAN,212-423-9665,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.792306,-73.94048,111.0,8.0,170.0,1074278.0,1016800045.0,East Harlem South,POINT (-73.94048 40.792306),"312 East 109th Street, NEW YORK, NY 10029",017000
HOME DELIVERED MEAL SERVICE CONTRACTS,11V01,EAST SIDE HOUSE INC. (11V),EAST SIDE HOUSE INC,337 ALEXANDER AVENUE,BRONX,NY,10454,BRONX,718-665-5250,Y,,,,,,,,,,,,,,,40.812322,-73.923486,201.0,8.0,41.0,2090408.0,2023150038.0,Mott Haven-Port Morris,POINT (-73.923486 40.812322),"337 ALEXANDER AVENUE, BRONX, NY 10454",004100
OLDER ADULT CENTER CONTRACTS,C1904,CENTRAL HARLEM SC CTR BEATRICE LEWIS (C19),CENTRAL HARLEM SENIOR CITIZENS CENTERS INC.,2322 Third Avenue,NEW YORK,NY,10035,MANHATTAN,212-289-9155,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.804468,-73.935267,111.0,9.0,242.0,1054497.0,1017750033.0,East Harlem North,POINT (-73.935267 40.804468),"2322 Third Avenue, NEW YORK, NY 10035",024200
OLDER ADULT CENTER CONTRACTS,C1702,CCNS DELLAMONICA- SREINWAY OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,23-56 Broadway,LONG ISLAND CITY,NY,11106,QUEENS,718-626-1500,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.764285,-73.930011,401.0,22.0,53.0,4006560.0,4005660050.0,Astoria,POINT (-73.930011 40.764285),"23-56 Broadway, LONG ISLAND CITY, NY 11106",005300
OLDER ADULT CENTER CONTRACTS,C7704,NEW DORP BEACH OAC (C77),STATEN ISLAND COMMUNITY SERVICES FRIENDSHIP CLUBS INC,128 Cedar Grove Avenue,STATEN ISLAND,NY,10306,STATEN ISLAND,TBD,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.561467,-74.100329,595.0,50.0,12804.0,5113475.0,5041050050.0,New Dorp-Midland Beach,POINT (-74.100329 40.561467),"128 Cedar Grove Avenue, STATEN ISLAND, NY 10306",012804
HOME DELIVERED MEAL SERVICE CONTRACTS,36G01,ENCORE HOME DELIVERED MEALS (36G),ENCORE COMMUNITY SERVICES,239 WEST   49 STREET,NEW YORK,NY,10019,MANHATTAN,646-726-4299,Y,,,,,,,,,,,,,,,40.761143,-73.985312,105.0,3.0,125.0,1024789.0,1010210009.0,Midtown-Midtown South,POINT (-73.985312 40.761143),"239 WEST   49 STREET, NEW YORK, NY 10019",012500
OLDER ADULT CENTER CONTRACTS,C3513,TERESA MOORE OAC (C35),FORT GREENE COUNCIL,2702 Linden Blvd,BROOKLYN,NY,11208,BROOKLYN,347-663-7770,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.669208,-73.864514,305.0,42.0,1214.0,3326995.0,3044880001.0,East New York,POINT (-73.864514 40.669208),"2702 Linden Blvd, BROOKLYN, NY 11208",121400
OLDER ADULT CENTER CONTRACTS,C8001,SHORE HILL OLDER ADULT CENTER (C80),SUNSET PARK HEALTH COUNCIL INC d/b/a FAMILY HEALTH CENTERS A,9000 Shore Road,BROOKLYN,NY,11209,BROOKLYN,347-377-5474,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.622093,-74.040244,310.0,43.0,5201.0,3322532.0,3060780010.0,Bay Ridge,POINT (-74.040244 40.622093),"9000 Shore Road, BROOKLYN, NY 11209",None
OLDER ADULT CENTER CONTRACTS,C1106,BRONXWORKS MORRIS (ISC) (C11),BRONXWORKS INC,80 East 181st Street,BRONX,NY,10453,BRONX,718-933-5300,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.855076,-73.904199,205.0,14.0,241.0,2013953.0,2031780032.0,Mount Hope,POINT (-73.904199 40.855076),"80 East 181st Street, BRONX, NY 10453",024100
OLDER ADULT CENTER CONTRACTS,C1605,CBN ROOSEVELT ISLAND SENIOR CENTER (C16),CARTER BURDEN NETWORK INC.,546 Main Street,NEW YORK,NY,10044,MANHATTAN,212-980-1888,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.761781,-73.949762,108.0,5.0,23801.0,1083202.0,1013730030.0,Lenox Hill-Roosevelt Island,POINT (-73.949762 40.761781),"546 Main Street, NEW YORK, NY 10044",000500
TRANSPORTATION SERVICES CONTRACTS,61402,FEJOST - TRAN GROUP RIDES - CITYWIDE (614),Fejost LLC,1401 WEBSTER AVENUE,BRONX,NY,10456,BRONX,914-413-5313,Y,,,,,,,,,,,,,,,40.836291,-73.907377,204.0,16.0,17702.0,2119686.0,2028870147.0,East Concourse-Concourse Village,POINT (-73.907377 40.836291),"1401 WEBSTER AVENUE, BRONX, NY 10456",017702
OLDER ADULT CENTER CONTRACTS,C1707,CCNS HILLCREST OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,91-34 182nd Pl,JAMAICA,NY,11432,QUEENS,718-297-7171,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.709634,-73.778431,412.0,27.0,470.0,4211802.0,4099000001.0,Jamaica,POINT (-73.778431 40.709634),"91-34 182nd Pl, JAMAICA, NY 11432",047000
OLDER ADULT CENTER CONTRACTS,W1402,LIFELONG LEARNING CENTER @ ENCORE WEST (W14),ENCORE COMMUNITY SERVICES,755 10th Avenue,NEW YORK,NY,10019,MANHATTAN,212-991-3726,Y,8:00,4:30,8:00,4:30,8:00,4:30,8:00,4:30,8:00,4:30,0:00,0:00,0:00,0:00,40.765461,-73.991235,104.0,3.0,135.0,1087482.0,1010800030.0,Clinton,POINT (-73.991235 40.765461),"755 10th Avenue, NEW YORK, NY 10019",013501
OLDER ADULT CENTER CONTRACTS,C5605,QCH REGO PARK OAC (C56),QUEENS COMMUNITY HOUSE INC.,93-29 Queens Blvd,FLUSHING,NY,11374,QUEENS,718-896-8511,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.73147,-73.866044,406.0,29.0,71702.0,4050408.0,4020770050.0,Rego Park,POINT (-73.866044 40.73147),"93-29 Queens Blvd, FLUSHING, NY 11374",071702
OLDER ADULT CENTER CONTRACTS,CC101,ELMCOR GOLDEN PHOENIX CLUB FOUR (CC1),ELMCOR YOUTH & ADULT ACTIVITIES INC,33-16 108th Street,FLUSHING,NY,11368,QUEENS,718-651-0096,Y,9:00,3:00,9:00,3:00,9:00,3:00,9:00,3:00,9:00,3:00,0:00,0:00,0:00,0:00,40.757429,-73.860938,403.0,21.0,381.0,4042761.0,4017220012.0,North Corona,POINT (-73.860938 40.757429),"33-16 108th Street, FLUSHING, NY 11368",038100
OLDER ADULT CENTER CONTRACTS,C5401,PETER CARDELLA OLDER ADULT CENTER (C54),PETER CARDELLA SENIOR CITIZEN CENTER INC,68-52 Fresh Pond Road,FLUSHING,NY,11385,QUEENS,718-497-2908,Y,8:00,3:30,8:00,3:30,8:00,3:30,8:00,3:30,8:00,3:30,0:00,0:00,0:00,0:00,40.703894,-73.895681,405.0,30.0,583.0,4085200.0,4035350024.0,Ridgewood,POINT (-73.895681 40.703894),"68-52 Fresh Pond Road, FLUSHING, NY 11385",058300
OLDER ADULT CENTER CONTRACTS,C3602,GODDARD RIVERSIDE OAC AT WEST 88TH STREET (C36),GODDARD-RIVERSIDE COMMUNITY CENTER,593 Columbus Avenue,NEW YORK,NY,10024,MANHATTAN,212-873-6600,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.788212,-73.970904,107.0,6.0,173.0,1079511.0,1012020001.0,Upper West Side,POINT (-73.970904 40.788212),"593 Columbus Avenue, NEW YORK, NY 10024",017300
OLDER ADULT CENTER CONTRACTS,C8101,EDUCATIONAL ALLIANCE SIROVICH OLDER ADULT CENTER (C81),THE EDUCATIONAL ALLIANCE INC,331 East 12th Street,NEW YORK,NY,10003,MANHATTAN,646-395-4529,Y,8:00,5:00,8:00,5:00,8:00,5:00,8:00,5:00,8:00,5:00,9:00,3:00,0:00,0:00,40.730657,-73.985041,103.0,2.0,40.0,1006502.0,1004540052.0,East Village,POINT (-73.985041 40.730657),"331 East 12th Street, NEW YORK, NY 10003",004001
OLDER ADULT CENTER CONTRACTS,C3505,CHRISTOPHER BLENMAN OAC (C35),FORT GREENE COUNCIL,720 East New York Avenue,BROOKLYN,NY,11203,BROOKLYN,718-773-7400,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.662289,-73.938916,309.0,41.0,87401.0,3106612.0,3047950016.0,Prospect Lefferts Gardens-Wingate,POINT (-73.938916 40.662289),"720 East New York Avenue, BROOKLYN, NY 11203",087401
OLDER ADULT CENTER CONTRACTS,C0803,BERGEN BASIN MARINE PARK OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,3000 Fillmore Avenue,BROOKLYN,NY,11234,BROOKLYN,718-336-0275,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.608592,-73.937467,318.0,46.0,666.0,3000000.0,3084960001.0,park-cemetery-etc-Brooklyn,POINT (-73.937467 40.608592),"3000 Fillmore Avenue, BROOKLYN, NY 11234",066600
CASE MANAGEMENT SERVICES CONTRACTS,2MH01,CCNS - CMA - BK 10 11 (2MH),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,6823 Fifth Avenue 3rd Floor,BROOKLYN,NY,11220,BROOKLYN,718-722-6000,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:00,4:30,8:00,4:30,0:00,0:00,0:00,0:00,40.633953,-74.020799,310.0,47.0,130.0,3145313.0,3058650001.0,Bay Ridge,POINT (-74.020799 40.633953),"6823 Fifth Avenue 3rd Floor, BROOKLYN, NY 11220",013000
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6801,JASA CO OP CITY NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2049 Bartow Avenue,BRONX,NY,10475,BRONX,718-320-2066,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.86942,-73.829027,210.0,12.0,46201.0,2097466.0,2051410100.0,Co-op City,POINT (-73.829027 40.86942),"2049 Bartow Avenue, BRONX, NY 10475",046205
OLDER ADULT CENTER CONTRACTS,C2102,CPC NAN SHAN NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,133-14 41st Avenue 1st Floor,FLUSHING,NY,11355,QUEENS,718-358-3030,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.757805,-73.830321,407.0,20.0,849.0,4114228.0,4050410005.0,Flushing,POINT (-73.830321 40.757805),"133-14 41st Avenue 1st Floor, FLUSHING, NY 11355",084902
OLDER ADULT CENTER CONTRACTS,W2204,JASA BROOKDALE VILLAGE (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,131 Beach 19 Street,FAR ROCKAWAY,NY,11691,QUEENS,718-471-3200,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.593761,-73.753207,414.0,31.0,99802.0,4301622.0,4158100055.0,Far Rockaway-Bayswater,POINT (-73.753207 40.593761),"131 Beach 19 Street, FAR ROCKAWAY, NY 11691",099802
OLDER ADULT CENTER CONTRACTS,C5102,NYFSC LAGUARDIA OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,280 Cherry Street,NEW YORK,NY,10002,MANHATTAN,212-732-3656,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.711376,-73.988461,103.0,1.0,6.0,1003211.0,1002560014.0,Lower East Side,POINT (-73.988461 40.711376),"280 Cherry Street, NEW YORK, NY 10002",000600
OLDER ADULT CENTER CONTRACTS,C0805,BERGEN BASIN MILL BASIN OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,2075 East 68th Street,BROOKLYN,NY,11234,BROOKLYN,718-444-3850,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.618864,-73.910226,318.0,46.0,69602.0,3237201.0,3084090001.0,Georgetown-Marine Park-Bergen Beach-Mill Basin,POINT (-73.910226 40.618864),"2075 East 68th Street, BROOKLYN, NY 11234",069602
OLDER ADULT CENTER CONTRACTS,W2101,SELFHELP AUSTIN ST (W21),SELFHELP COMMUNITY SERVICES INC,106-06 Queens Boulevard,FLUSHING,NY,11375,QUEENS,718-520-8197,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.72212,-73.847335,406.0,29.0,711.0,4077479.0,4032370040.0,Forest Hills,POINT (-73.847335 40.72212),"106-06 Queens Boulevard, FLUSHING, NY 11375",None
